# MOEAD_V8_6 - Hipervolumen promedio por generación
# gen	hv_mean	hv_std	hv_min	hv_max
82	6.2189011923e+00	1.2486706699e-01	5.9815638464e+00	6.3646942370e+00
83	6.2195072459e+00	1.2499435898e-01	5.9815638464e+00	6.3645456792e+00
84	6.2184837893e+00	1.2442776764e-01	5.9817088165e+00	6.3646763372e+00
85	6.2197721764e+00	1.2382432669e-01	5.9817088165e+00	6.3629843997e+00
86	6.2204597533e+00	1.2342608284e-01	5.9817088165e+00	6.3639878546e+00
87	6.2208571719e+00	1.2375291183e-01	5.9817088165e+00	6.3639735985e+00
88	6.2203101879e+00	1.2372748102e-01	5.9817088165e+00	6.3639869505e+00
89	6.2204667541e+00	1.2464264879e-01	5.9800270447e+00	6.3666781801e+00
90	6.2204877391e+00	1.2477608639e-01	5.9784905013e+00	6.3659653177e+00
91	6.2211209020e+00	1.2470746064e-01	5.9781414072e+00	6.3646446886e+00
92	6.2204677498e+00	1.2409528364e-01	5.9780334587e+00	6.3629049548e+00
93	6.2203219116e+00	1.2300859045e-01	5.9817656107e+00	6.3613100068e+00
94	6.2208404095e+00	1.2329847120e-01	5.9817676284e+00	6.3617404951e+00
95	6.2208425191e+00	1.2282820808e-01	5.9818888804e+00	6.3594582554e+00
96	6.2212674383e+00	1.2199940746e-01	5.9854017707e+00	6.3611857277e+00
97	6.2212509247e+00	1.2165344196e-01	5.9859456132e+00	6.3600946463e+00
98	6.2215563823e+00	1.2180756495e-01	5.9860833018e+00	6.3599835793e+00
99	6.2215151812e+00	1.2053219506e-01	5.9860836298e+00	6.3601056457e+00
100	6.2220406572e+00	1.2081300051e-01	5.9860836298e+00	6.3619438810e+00
